,ricebought,cleanyard,housetype,nearstable,own_hhappliance,housesqm,own_vehicles,own_receivables,outerwall,numroom,own_jewelry,floor,ipercap,own_fininstrument_7,own_fininstrument_14
1557,0.0,1.0,1.0,3.0,1.0,15.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0
1559,8.0,1.0,1.0,3.0,1.0,180.0,1.0,1.0,2.0,10.0,3.0,3.0,3666666.6666666665,3.0,1.0
1560,0.0,1.0,5.0,3.0,1.0,48.0,1.0,1.0,1.0,6.0,1.0,1.0,167125000.0,1.0,1.0
1561,3.2,3.0,1.0,1.0,1.0,40.0,1.0,3.0,1.0,4.0,3.0,3.0,4000000.0,3.0,1.0
1562,5.6,3.0,1.0,3.0,1.0,25.0,1.0,3.0,2.0,1.0,1.0,6.0,3600000.0,3.0,3.0
1565,8.0,1.0,1.0,3.0,1.0,32.0,3.0,3.0,2.0,4.0,3.0,3.0,357142.85714285716,3.0,3.0
1566,4.0,1.0,1.0,3.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,3.0,4000000.0,3.0,1.0
1567,2.0,1.0,1.0,3.0,1.0,40.0,3.0,3.0,2.0,4.0,3.0,3.0,5600000.0,3.0,3.0
1568,10.0,1.0,2.0,3.0,1.0,200.0,1.0,3.0,1.0,10.0,3.0,2.0,16000000.0,1.0,1.0
1569,0.0,1.0,1.0,1.0,1.0,84.0,1.0,1.0,1.0,10.0,1.0,4.0,10833333.333333334,3.0,1.0
1570,30.0,1.0,1.0,3.0,1.0,13.0,3.0,3.0,1.0,19.0,1.0,1.0,0.0,1.0,3.0
1571,6.5,1.0,2.0,3.0,1.0,42.0,1.0,1.0,1.0,5.0,1.0,3.0,3000000.0,3.0,3.0
1572,20.0,3.0,2.0,3.0,3.0,28.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0
1573,3.2,3.0,1.0,3.0,1.0,21.0,3.0,3.0,1.0,3.0,3.0,3.0,2333333.3333333335,3.0,3.0
1575,6.4,3.0,1.0,3.0,1.0,63.0,3.0,3.0,1.0,6.0,1.0,4.0,750000.0,3.0,3.0
1576,2.4,1.0,2.0,3.0,1.0,48.0,3.0,3.0,2.0,2.0,1.0,4.0,6000000.0,3.0,1.0
1577,7.0,3.0,1.0,3.0,1.0,36.0,1.0,3.0,1.0,2.0,3.0,3.0,1142857.142857143,3.0,3.0
1579,8.0,1.0,1.0,3.0,1.0,30.0,1.0,3.0,1.0,5.0,1.0,3.0,2625000.0,3.0,3.0
1580,0.0,1.0,1.0,3.0,1.0,63.0,3.0,3.0,1.0,5.0,3.0,3.0,2000000.0,3.0,3.0
1581,0.0,1.0,1.0,3.0,1.0,66.0,3.0,3.0,1.0,5.0,3.0,3.0,5400000.0,3.0,1.0
1583,0.0,1.0,1.0,3.0,1.0,30.0,3.0,3.0,1.0,4.0,1.0,3.0,5400000.0,1.0,3.0
1585,2.0,1.0,1.0,1.0,1.0,36.0,1.0,3.0,1.0,4.0,3.0,3.0,2400000.0,3.0,3.0
1586,0.0,1.0,1.0,3.0,1.0,56.0,1.0,3.0,1.0,7.0,1.0,3.0,5600000.0,3.0,3.0
1587,0.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,6.0,1.0,1.0,15600000.0,1.0,1.0
1588,0.0,1.0,1.0,1.0,1.0,135.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0
1589,0.0,1.0,1.0,3.0,1.0,12.0,3.0,3.0,2.0,4.0,3.0,3.0,800000.0,3.0,3.0
1591,0.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,6.0,1.0,3.0,0.0,1.0,3.0
1592,0.0,1.0,1.0,3.0,1.0,56.0,3.0,3.0,2.0,6.0,1.0,3.0,2571428.5714285714,3.0,1.0
1594,50.0,1.0,1.0,1.0,1.0,75.0,1.0,3.0,2.0,5.0,1.0,3.0,11400000.0,3.0,1.0
1596,0.0,1.0,2.0,3.0,1.0,231.0,1.0,3.0,1.0,14.0,1.0,1.0,11500000.0,1.0,1.0
1597,0.0,1.0,6.0,3.0,1.0,24.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0
1598,0.0,1.0,1.0,3.0,1.0,100.0,1.0,3.0,1.0,12.0,1.0,1.0,9597777.777777778,1.0,1.0
1599,0.0,1.0,1.0,3.0,1.0,72.0,3.0,3.0,1.0,6.0,3.0,1.0,0.0,1.0,3.0
1600,0.0,1.0,6.0,3.0,1.0,9.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0
1601,20.0,3.0,6.0,3.0,1.0,30.0,1.0,3.0,1.0,6.0,3.0,3.0,1564705.8823529412,3.0,3.0
1604,18.0,1.0,2.0,3.0,1.0,36.0,1.0,1.0,1.0,5.0,3.0,3.0,2800000.0,3.0,3.0
1605,50.0,1.0,5.0,3.0,1.0,44.0,1.0,3.0,1.0,5.0,1.0,3.0,8333333.333333333,3.0,3.0
1606,0.0,1.0,1.0,3.0,1.0,12.0,1.0,1.0,1.0,2.0,3.0,1.0,30000000.0,1.0,1.0
1607,10.0,1.0,2.0,3.0,1.0,192.0,3.0,3.0,1.0,14.0,1.0,1.0,15000000.0,1.0,1.0
1608,50.0,1.0,2.0,3.0,1.0,36.0,1.0,3.0,1.0,5.0,1.0,3.0,4200000.0,3.0,1.0
1609,0.0,1.0,4.0,3.0,1.0,120.0,1.0,3.0,1.0,7.0,1.0,3.0,14000000.0,1.0,1.0
1611,0.0,1.0,2.0,3.0,1.0,150.0,1.0,3.0,1.0,8.0,1.0,1.0,17666666.666666668,3.0,3.0
1613,10.0,1.0,2.0,3.0,1.0,24.0,1.0,1.0,1.0,6.0,1.0,3.0,8633333.333333334,3.0,1.0
1614,0.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,6.0,1.0,3.0,11520000.0,1.0,3.0
1615,0.0,1.0,2.0,3.0,1.0,16.0,3.0,1.0,1.0,2.0,3.0,3.0,4000000.0,1.0,3.0
1617,0.0,1.0,2.0,1.0,1.0,120.0,1.0,3.0,1.0,6.0,3.0,1.0,5000000.0,3.0,3.0
1618,6.0,1.0,4.0,3.0,1.0,54.0,1.0,1.0,1.0,8.0,1.0,3.0,13283333.333333334,1.0,1.0
1619,0.0,3.0,1.0,3.0,1.0,52.0,1.0,3.0,2.0,5.0,1.0,3.0,2228571.4285714286,1.0,1.0
1620,0.0,1.0,1.0,3.0,1.0,70.0,1.0,1.0,1.0,7.0,1.0,2.0,15012500.0,3.0,1.0
1621,7.0,1.0,1.0,3.0,1.0,60.0,3.0,3.0,1.0,4.0,1.0,3.0,10500000.0,1.0,3.0
1622,0.0,1.0,1.0,3.0,1.0,45.0,1.0,3.0,1.0,6.0,1.0,3.0,7733333.333333333,1.0,1.0
1623,0.0,1.0,2.0,3.0,1.0,110.0,1.0,3.0,1.0,8.0,1.0,1.0,8511111.111111112,1.0,1.0
1624,100.0,1.0,1.0,3.0,1.0,81.0,1.0,3.0,1.0,8.0,1.0,3.0,2400000.0,3.0,3.0
1625,10.0,3.0,1.0,3.0,1.0,84.0,1.0,3.0,1.0,6.0,1.0,3.0,2400000.0,3.0,1.0
1626,0.0,1.0,1.0,3.0,1.0,54.0,3.0,3.0,1.0,6.0,1.0,3.0,235000.0,3.0,3.0
1627,0.0,3.0,1.0,3.0,1.0,24.0,3.0,3.0,1.0,2.0,3.0,3.0,1350000.0,3.0,3.0
1632,16.0,3.0,2.0,3.0,1.0,42.0,1.0,1.0,1.0,5.0,1.0,3.0,9275000.0,1.0,1.0
1633,0.0,1.0,1.0,3.0,3.0,70.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,1.0,1.0
1636,30.0,1.0,1.0,3.0,1.0,105.0,1.0,3.0,1.0,14.0,1.0,2.0,10500000.0,3.0,3.0
1637,4.0,1.0,1.0,3.0,1.0,16.0,3.0,3.0,1.0,2.0,3.0,1.0,10800000.0,1.0,1.0
1638,0.0,3.0,4.0,3.0,1.0,104.0,1.0,3.0,1.0,10.0,1.0,1.0,6857142.857142857,3.0,1.0
1639,0.0,1.0,2.0,3.0,1.0,44.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0
1640,20.0,1.0,1.0,3.0,1.0,96.0,3.0,3.0,1.0,9.0,3.0,3.0,1371428.5714285714,3.0,3.0
1641,0.0,3.0,3.0,3.0,1.0,6.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0
1642,0.0,3.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,7.0,1.0,1.0,4360000.0,1.0,1.0
1643,0.0,1.0,1.0,1.0,1.0,108.0,1.0,3.0,1.0,7.0,1.0,3.0,2100000.0,3.0,3.0
1644,0.0,1.0,1.0,1.0,1.0,42.0,1.0,3.0,1.0,7.0,1.0,3.0,5940000.0,3.0,3.0
1645,30.0,1.0,3.0,3.0,1.0,44.0,3.0,3.0,1.0,4.0,1.0,3.0,4200000.0,3.0,1.0
1646,0.0,1.0,1.0,3.0,1.0,56.0,3.0,3.0,1.0,5.0,1.0,3.0,12350000.0,1.0,1.0
1647,0.0,1.0,5.0,3.0,1.0,10.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0
1648,0.0,1.0,3.0,3.0,1.0,24.0,3.0,3.0,1.0,4.0,1.0,1.0,9600000.0,1.0,3.0
1649,0.0,1.0,2.0,3.0,1.0,70.0,1.0,1.0,1.0,7.0,1.0,3.0,5200000.0,3.0,3.0
1652,10.0,1.0,1.0,3.0,1.0,42.0,1.0,1.0,1.0,5.0,1.0,3.0,3360000.0,3.0,3.0
1653,3.0,1.0,1.0,3.0,1.0,84.0,3.0,3.0,2.0,7.0,1.0,4.0,0.0,3.0,3.0
1654,7.0,1.0,2.0,3.0,1.0,48.0,1.0,3.0,1.0,4.0,3.0,3.0,1600000.0,3.0,1.0
1655,10.0,1.0,1.0,1.0,1.0,37.0,1.0,3.0,1.0,4.0,3.0,2.0,2200000.0,3.0,3.0
1656,0.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,6.0,3.0,3.0,1890000.0,3.0,3.0
1657,0.0,3.0,1.0,3.0,1.0,56.0,1.0,3.0,1.0,4.0,1.0,3.0,1220000.0,3.0,3.0
1658,30.0,3.0,1.0,3.0,1.0,114.0,3.0,1.0,1.0,9.0,1.0,3.0,300000.0,1.0,3.0
1660,10.0,1.0,1.0,3.0,1.0,63.0,1.0,3.0,1.0,6.0,1.0,3.0,5400000.0,3.0,3.0
1661,0.0,3.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,6.0,1.0,1.0,2266666.6666666665,3.0,3.0
1662,11.2,3.0,1.0,3.0,3.0,48.0,1.0,3.0,2.0,3.0,1.0,3.0,1800000.0,3.0,3.0
1663,0.0,1.0,1.0,3.0,1.0,100.0,1.0,3.0,1.0,4.0,1.0,1.0,1266666.6666666667,3.0,3.0
1664,0.0,1.0,1.0,3.0,3.0,30.0,3.0,3.0,1.0,4.0,3.0,3.0,1500000.0,3.0,3.0
1665,25.0,3.0,4.0,3.0,3.0,36.0,1.0,1.0,1.0,2.0,1.0,3.0,3062500.0,3.0,1.0
1666,0.0,1.0,1.0,3.0,3.0,60.0,3.0,3.0,1.0,7.0,3.0,4.0,0.0,3.0,3.0
1667,0.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,6.0,1.0,3.0,3084444.4444444445,3.0,3.0
1668,14.0,1.0,1.0,3.0,1.0,84.0,3.0,3.0,2.0,4.0,1.0,3.0,3237500.0,3.0,3.0
1669,0.0,3.0,1.0,3.0,1.0,42.0,1.0,1.0,1.0,7.0,1.0,3.0,2092500.0,1.0,3.0
1670,0.0,1.0,1.0,1.0,1.0,36.0,1.0,3.0,2.0,4.0,3.0,3.0,1320000.0,3.0,3.0
1671,7.0,3.0,1.0,3.0,1.0,98.0,1.0,3.0,1.0,6.0,1.0,3.0,4998888.888888889,3.0,1.0
1672,32.0,3.0,1.0,3.0,3.0,84.0,3.0,3.0,1.0,7.0,1.0,3.0,805000.0,3.0,3.0
1673,9.0,3.0,1.0,3.0,3.0,38.0,1.0,3.0,1.0,5.0,3.0,3.0,2400000.0,3.0,3.0
1674,0.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,5.0,1.0,3.0,3496000.0,1.0,3.0
1675,0.0,1.0,1.0,3.0,1.0,42.0,1.0,3.0,2.0,4.0,3.0,3.0,1040000.0,3.0,3.0
1676,15.0,3.0,1.0,3.0,1.0,63.0,1.0,3.0,1.0,5.0,1.0,3.0,970000.0,3.0,3.0
1678,0.0,1.0,3.0,3.0,1.0,36.0,1.0,3.0,1.0,5.0,3.0,3.0,1800000.0,1.0,3.0
1679,0.0,1.0,1.0,1.0,1.0,105.0,1.0,1.0,1.0,9.0,3.0,3.0,7706250.0,1.0,1.0
1680,0.0,3.0,1.0,3.0,1.0,108.0,1.0,3.0,1.0,5.0,1.0,3.0,4914285.714285715,3.0,3.0
1681,25.0,1.0,1.0,1.0,1.0,30.0,1.0,3.0,2.0,4.0,1.0,4.0,3300000.0,3.0,3.0
1683,4.0,1.0,1.0,3.0,1.0,75.0,3.0,3.0,1.0,7.0,3.0,1.0,1309090.9090909092,3.0,3.0
1685,0.0,1.0,1.0,1.0,1.0,81.0,1.0,3.0,1.0,4.0,1.0,3.0,409090.9090909091,3.0,3.0
1686,4.8,1.0,2.0,3.0,1.0,11.0,3.0,3.0,3.0,2.0,1.0,100.0,1600000.0,3.0,3.0
1687,25.0,1.0,1.0,3.0,3.0,18.0,1.0,3.0,2.0,3.0,1.0,6.0,450000.0,3.0,3.0
1688,25.0,3.0,1.0,1.0,3.0,40.0,1.0,3.0,2.0,3.0,3.0,4.0,400000.0,3.0,3.0
1689,10.0,3.0,3.0,3.0,1.0,89.0,1.0,3.0,1.0,6.0,1.0,1.0,651428.5714285715,3.0,1.0
1690,14.0,1.0,1.0,3.0,1.0,38.0,1.0,3.0,2.0,3.0,1.0,3.0,1800000.0,3.0,3.0
1691,5.0,1.0,1.0,1.0,1.0,84.0,1.0,3.0,1.0,7.0,1.0,3.0,1400000.0,3.0,3.0
1693,5.0,1.0,3.0,3.0,1.0,77.0,3.0,3.0,2.0,5.0,1.0,3.0,4000000.0,3.0,3.0
1694,0.0,1.0,1.0,1.0,1.0,28.0,1.0,1.0,2.0,3.0,1.0,3.0,431428.5714285714,3.0,1.0
1695,1.6,1.0,1.0,1.0,1.0,75.0,3.0,3.0,1.0,6.0,1.0,3.0,0.0,3.0,3.0
1697,10.0,3.0,1.0,1.0,1.0,120.0,1.0,3.0,1.0,12.0,1.0,1.0,2142857.1428571427,3.0,3.0
1699,14.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,1.0,5.0,3.0,3.0,12000000.0,3.0,1.0
1700,25.0,3.0,1.0,1.0,1.0,54.0,3.0,3.0,1.0,5.0,1.0,3.0,200000.0,3.0,3.0
1702,25.0,3.0,1.0,3.0,1.0,60.0,3.0,3.0,2.0,5.0,1.0,3.0,1028571.4285714285,3.0,3.0
1703,25.0,3.0,8.0,1.0,3.0,24.0,1.0,3.0,2.0,2.0,1.0,4.0,1440000.0,1.0,3.0
1704,0.0,3.0,1.0,1.0,1.0,175.0,1.0,3.0,1.0,9.0,3.0,3.0,9866666.666666666,3.0,3.0
1705,5.0,3.0,1.0,3.0,1.0,12.0,3.0,3.0,2.0,2.0,3.0,3.0,6000000.0,1.0,3.0
1706,30.0,3.0,1.0,1.0,1.0,54.0,1.0,3.0,2.0,5.0,3.0,3.0,4285714.285714285,3.0,3.0
1707,0.0,1.0,1.0,3.0,1.0,20.0,3.0,3.0,2.0,3.0,1.0,3.0,4000000.0,3.0,3.0
1708,0.0,1.0,1.0,3.0,1.0,182.0,1.0,3.0,1.0,12.0,1.0,1.0,11400000.0,1.0,1.0
