,housetype,waste,trash,stagnantwater,nearstable,ventilation,cleanyard,mediumyard,kitchenoutside,sharebedkitch,numroom,floor,outerwall,roof,hhid07,housesqm,own_house,own_otherbuilding,own_land,own_livestock,own_poultry,own_tanamankeras,own_vehicles,own_hhappliance,own_fininstrument_7,own_receivables,own_jewelry,own_furniture,own_others,ricebought,ipercap,hhid14,own_fininstrument_14
7427,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,6.0,6.0,2.0,4.0,1800500,144.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1750000.0,1800500,3.0
7428,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1800541,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,9020000.0,1800541,3.0
7429,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,7.0,6.0,2.0,4.0,1800600,180.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,4560000.0,1800600,3.0
7430,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,1800641,66.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1440000.0,1800641,3.0
7431,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,1800642,9.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,18000000.0,1800642,1.0
7434,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,4.0,1800700,242.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,2666666.6666666665,1800700,3.0
7435,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,2.0,1.0,4.0,1800800,575.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,4080000.0,1800800,3.0
7436,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,5.0,1800841,50.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,28000000.0,1800841,3.0
7437,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1800842,16.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1800842,1.0
7438,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,4.0,1800900,100.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,3787500.0,1800900,3.0
7439,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,1801000,198.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,10600000.0,1801000,3.0
7440,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,1.0,2.0,4.0,1801100,700.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,7000000.0,1801100,1.0
7442,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1801132,12.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1801132,1.0
7443,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,2.0,4.0,1801200,300.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1300000.0,1801200,3.0
7446,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,1801300,147.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,1200000.0,1801300,1.0
7447,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,1801400,112.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,200000.0,1801400,3.0
7448,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,2.0,4.0,1801600,264.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,500000.0,1801600,3.0
7449,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,3.0,1.0,4.0,1801700,510.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,5475000.0,1801700,3.0
7450,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,1801800,135.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,93750.0,1801800,3.0
7452,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,6.0,2.0,5.0,1801900,180.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,371428.5714285714,1801900,3.0
7453,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,2.0,4.0,1802000,240.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,2000000.0,1802000,3.0
7454,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,7.0,6.0,2.0,4.0,1802100,140.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,3855555.5555555555,1802100,3.0
7455,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,2.0,4.0,1802200,250.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,14.0,1111111.111111111,1802200,3.0
7456,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,8.0,6.0,1.0,4.0,1802241,70.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1200000.0,1802241,3.0
7457,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,1802300,130.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,757142.8571428572,1802300,3.0
7458,1.0,3.0,3.0,3.0,9.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,1802341,90.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1250000.0,1802341,3.0
7459,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,4.0,1802342,54.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,900000.0,1802342,3.0
7460,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,4.0,1802400,150.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,355000.0,1802400,3.0
7462,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,1802500,100.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,120000.0,1802500,3.0
7463,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,2.0,4.0,1802541,72.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,0.0,1802541,3.0
7464,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,1802600,17.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1500000.0,1802600,1.0
7465,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,6.0,2.0,4.0,1802700,192.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,416666.6666666667,1802700,3.0
7467,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,6.0,2.0,4.0,1802731,192.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,10.0,735000.0,1802731,3.0
7468,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,1802800,150.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1480000.0,1802800,3.0
7469,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,11.0,1.0,1.0,4.0,1802831,140.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,5142857.142857143,1802831,3.0
7470,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,5.0,1802832,120.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,750000.0,1802832,1.0
7471,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,2.0,4.0,1802900,90.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1200000.0,1802900,3.0
7472,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,2.0,4.0,1803000,130.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,125000.0,1803000,3.0
7474,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,2.0,1.0,4.0,1810100,90.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,883333.3333333334,1810100,1.0
7475,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,6.0,3.0,4.0,1810200,66.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1540000.0,1810200,3.0
7476,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,1810241,16.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,900000.0,1810241,3.0
7477,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3.0,1.0,4.0,1810231,70.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3300000.0,1810231,3.0
7478,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,4.0,1810300,96.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1850000.0,1810300,3.0
7479,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,6.0,2.0,4.0,1810341,72.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,400000.0,1810341,3.0
7480,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,8.0,3.0,1.0,4.0,1810400,96.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,951333.3333333334,1810400,1.0
7481,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,6.0,1.0,4.0,1810441,70.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1400000.0,1810441,1.0
7482,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,1.0,4.0,1810500,63.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.5,258333.33333333334,1810500,3.0
7483,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,2.0,4.0,1810531,77.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,121428.57142857143,1810531,1.0
7484,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1810600,65.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,334000.0,1810600,3.0
7485,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,1.0,4.0,1810700,108.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,10.0,1432750.0,1810700,1.0
7486,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3.0,1.0,4.0,1810711,54.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,325000.0,1810711,3.0
7487,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,6.0,2.0,4.0,1810731,35.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,3428571.4285714286,1810731,1.0
7488,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,6.0,2.0,4.0,1810800,143.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,4212500.0,1810800,3.0
7489,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1810841,54.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,4000000.0,1810841,3.0
7493,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,1810900,120.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,7.0,828571.4285714285,1810900,1.0
7494,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,1810931,56.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,2220000.0,1810931,1.0
7495,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,2.0,4.0,1811000,77.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,2650000.0,1811000,1.0
7496,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,6.0,2.0,1.0,4.0,1811041,70.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1250000.0,1811041,1.0
7497,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,1811042,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,1811042,1.0
7498,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,6.0,6.0,2.0,4.0,1811100,90.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.5,1144444.4444444445,1811100,3.0
7499,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,4.0,1811141,84.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,7.0,1716666.6666666667,1811141,3.0
7500,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,1811131,77.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1887500.0,1811131,3.0
7501,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,1811132,120.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,900000.0,1811132,3.0
7502,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3.0,1.0,4.0,1811133,70.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1150000.0,1811133,3.0
7504,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1811300,48.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1066666.6666666667,1811300,3.0
7505,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,4.0,1811341,48.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,400000.0,1811341,1.0
7506,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,1811400,54.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1650000.0,1811400,1.0
7507,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,8.0,1.0,1.0,4.0,1811431,59.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,25.0,2800000.0,1811431,1.0
7508,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,1811432,83.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3100000.0,1811432,1.0
7509,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1811500,40.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,2188571.4285714286,1811500,3.0
7512,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,1.0,4.0,1811642,54.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,2200000.0,1811642,1.0
7513,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,8.0,6.0,1.0,4.0,1811700,120.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,1500000.0,1811700,3.0
7514,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,6.0,1.0,4.0,1812000,56.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.5,600000.0,1812000,3.0
7515,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0,6.0,1.0,4.0,1812100,126.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,422222.22222222225,1812100,3.0
7517,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,6.0,3.0,4.0,1812200,96.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,836428.5714285715,1812200,3.0
7518,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,6.0,3.0,4.0,1812231,60.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,466666.6666666667,1812231,3.0
7519,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,4.0,1812300,56.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,927800.0,1812300,3.0
7520,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,1.0,4.0,1812331,77.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,975000.0,1812331,3.0
7521,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,7.0,2.0,1.0,4.0,1812400,144.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.5,133333.33333333334,1812400,3.0
7522,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,6.0,1.0,4.0,1812441,234.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,904000.0,1812441,1.0
7523,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,1812442,54.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,0.0,1812442,3.0
7527,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,1812500,180.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.25,1480000.0,1812500,1.0
7528,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,1.0,4.0,1812531,24.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,300000.0,1812531,3.0
7529,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,1812600,240.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,5118000.0,1812600,3.0
7530,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1812631,30.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,19500000.0,1812631,3.0
7531,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,9.0,2.0,1.0,4.0,1812700,112.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,4848000.0,1812700,1.0
7532,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1812741,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,460000.0,1812741,3.0
7533,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,1812721,72.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,6900000.0,1812721,3.0
7534,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,4.0,1812800,120.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,109090.90909090909,1812800,3.0
7536,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,1813000,125.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,14625000.0,1813000,1.0
7537,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,1813041,84.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,6500000.0,1813041,1.0
7538,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,9.0,3.0,1.0,4.0,1820100,75.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,3081428.5714285714,1820100,1.0
7539,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,9.0,2.0,1.0,4.0,1820200,104.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,14.0,1744444.4444444445,1820200,3.0
7540,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,1820211,56.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,16.0,1500000.0,1820211,1.0
7541,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,4.0,1820212,90.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,4650000.0,1820212,1.0
7542,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,1820300,40.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,3225000.0,1820300,3.0
7543,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,1820331,21.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,16250000.0,1820331,3.0
7544,5.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,1820400,48.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1950000.0,1820400,1.0
7545,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,1820500,200.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,764000.0,1820500,1.0
7546,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,8.0,1.0,1.0,4.0,1820600,84.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3360000.0,1820600,3.0
