,housetype,waste,trash,stagnantwater,nearstable,ventilation,cleanyard,mediumyard,kitchenoutside,sharebedkitch,numroom,floor,outerwall,roof,hhid07,housesqm,own_house,own_otherbuilding,own_land,own_livestock,own_poultry,own_tanamankeras,own_vehicles,own_hhappliance,own_fininstrument_7,own_receivables,own_jewelry,own_furniture,own_others,ricebought,ipercap,hhid14,own_fininstrument_14
7316,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,1.0,4.0,1780131,150.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1166666.6666666667,1780131,3.0
7317,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,1.0,1.0,4.0,1780132,72.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,1920000.0,1780132,3.0
7318,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,2.0,1.0,4.0,1780300,108.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,20.0,2200000.0,1780300,1.0
7319,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,1780341,84.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,1500000.0,1780341,3.0
7321,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,4.0,1780332,77.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,7.0,1500000.0,1780332,3.0
7322,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,8.0,6.0,2.0,4.0,1780400,54.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,480000.0,1780400,3.0
7324,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,2.0,4.0,1780500,40.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,828571.4285714285,1780500,1.0
7325,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,2.0,4.0,1780531,54.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,960000.0,1780531,3.0
7326,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,4.0,1780600,144.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,25.0,3900000.0,1780600,3.0
7327,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,1780700,40.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,10.0,600000.0,1780700,3.0
7328,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,1780741,153.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,12.0,1325000.0,1780741,3.0
7329,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,1780800,28.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1840000.0,1780800,3.0
7330,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,6.0,2.0,4.0,1780900,90.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,280909.0909090909,1780900,3.0
7331,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,1.0,4.0,1780941,108.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1300000.0,1780941,3.0
7332,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,2.0,4.0,1780911,48.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1800000.0,1780911,3.0
7333,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,1780931,60.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,15.0,833333.3333333334,1780931,3.0
7335,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,1781000,72.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,71428.57142857143,1781000,3.0
7336,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,2.0,1.0,4.0,1781031,108.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,10.0,2496000.0,1781031,3.0
7337,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,2.0,4.0,1781032,100.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,1200000.0,1781032,1.0
7338,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,1.0,4.0,1781100,96.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,25.0,1750000.0,1781100,3.0
7339,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,6.0,2.0,4.0,1781200,120.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,21.0,720000.0,1781200,3.0
7341,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,1781300,266.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,1800000.0,1781300,3.0
7342,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,1781400,91.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1100000.0,1781400,3.0
7343,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,6.0,1.0,4.0,1781500,68.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,562500.0,1781500,3.0
7344,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1781541,35.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,2733333.3333333335,1781541,3.0
7345,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,1781600,70.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,720000.0,1781600,1.0
7346,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,6.0,6.0,2.0,4.0,1781700,81.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,10.0,2194500.0,1781700,3.0
7347,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,6.0,2.0,2.0,1781741,30.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,1600000.0,1781741,3.0
7348,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,1781731,54.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,1140000.0,1781731,3.0
7349,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,1781800,90.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,533333.3333333334,1781800,3.0
7350,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,1781831,36.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,0.0,1781831,3.0
7351,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,1.0,4.0,1781900,54.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,1950000.0,1781900,3.0
7352,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,1782031,63.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,10.5,960000.0,1782031,3.0
7353,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,2.0,1.0,4.0,1782200,117.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,142857.14285714287,1782200,3.0
7354,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,2.0,1.0,4.0,1782300,120.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,3666666.6666666665,1782300,1.0
7356,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,1782400,40.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.5,240000.0,1782400,3.0
7357,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,6.0,2.0,4.0,1782441,75.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,1800000.0,1782441,3.0
7358,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,1.0,4.0,1782500,72.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,14.0,3428571.4285714286,1782500,3.0
7359,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,2.0,2.0,4.0,1782541,120.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1440000.0,1782541,1.0
7360,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,6.0,2.0,4.0,1782600,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,10.0,5842857.142857143,1782600,1.0
7361,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,2.0,4.0,1782641,100.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1300000.0,1782641,3.0
7363,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,4.0,1782700,300.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,833333.3333333334,1782700,1.0
7364,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,4.0,1782741,72.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2554000.0,1782741,1.0
7367,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,2.0,4.0,1782800,28.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1200000.0,1782800,3.0
7368,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,6.0,2.0,4.0,1782841,41.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,10.0,1440000.0,1782841,3.0
7369,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,6.0,2.0,4.0,1782842,45.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,366666.6666666667,1782842,3.0
7370,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,1782831,125.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,3120000.0,1782831,1.0
7371,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,6.0,2.0,4.0,1782832,81.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1451200.0,1782832,3.0
7372,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,6.0,2.0,4.0,1782900,84.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,1680000.0,1782900,1.0
7373,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,1783000,80.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,1783000,3.0
7374,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,1783041,75.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2250000.0,1783041,3.0
7375,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,1783031,63.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,2400000.0,1783031,3.0
7376,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,6.0,2.0,4.0,1790100,56.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,25.0,1860000.0,1790100,3.0
7377,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,1790131,60.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,12000000.0,1790131,3.0
7378,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,1790200,63.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,857142.8571428572,1790200,3.0
7379,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,2.0,4.0,1790300,160.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,800000.0,1790300,3.0
7380,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1790400,35.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,931000.0,1790400,1.0
7381,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,2.0,4.0,1790500,64.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1250000.0,1790500,1.0
7382,5.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,1790521,24.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,10.0,1040000.0,1790521,3.0
7383,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,1790600,84.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1100000.0,1790600,3.0
7384,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,10.0,2.0,1.0,4.0,1790641,100.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1200000.0,1790641,3.0
7386,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,1.0,4.0,1790800,72.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2960000.0,1790800,3.0
7387,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,1.0,4.0,1790900,80.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1757500.0,1790900,3.0
7388,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,1791100,45.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1333333.3333333333,1791100,3.0
7389,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,1791131,80.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,2750000.0,1791131,1.0
7390,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,2.0,4.0,1791200,100.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,166666.66666666666,1791200,1.0
7391,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,6.0,2.0,4.0,1791300,90.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1375000.0,1791300,3.0
7392,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,6.0,1.0,4.0,1791400,56.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,820000.0,1791400,3.0
7393,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,3.0,4.0,1791500,42.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,100000.0,1791500,3.0
7394,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,2.0,4.0,1791600,90.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,810000.0,1791600,3.0
7395,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,1.0,4.0,1791700,63.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2400000.0,1791700,3.0
7396,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,1.0,4.0,1791800,80.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,14.0,2460000.0,1791800,3.0
7397,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1791841,15.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,8400000.0,1791841,3.0
7398,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,2.0,4.0,1792000,56.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,2720000.0,1792000,3.0
7399,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,6.0,1.0,4.0,1792041,108.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,4666666.666666667,1792041,3.0
7400,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,1792011,54.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,2700000.0,1792011,3.0
7401,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,6.0,1.0,1.0,4.0,1792021,98.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10.5,1875000.0,1792021,1.0
7402,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,1.0,4.0,1792100,84.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1000000.0,1792100,3.0
7403,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,6.0,1.0,4.0,1792200,110.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,3360000.0,1792200,3.0
7404,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,1792241,35.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,6160000.0,1792241,1.0
7405,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,4.0,1792242,40.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1792242,1.0
7406,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,6.0,2.0,4.0,1792300,81.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,9016666.666666666,1792300,3.0
7407,6.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1792341,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,9600000.0,1792341,1.0
7408,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,4.0,1792400,84.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,10220000.0,1792400,1.0
7409,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1792441,62.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,1792441,1.0
7410,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0,4.0,1792500,80.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,583333.3333333334,1792500,3.0
7411,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,2.0,4.0,1792541,72.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,960000.0,1792541,1.0
7413,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,2.0,4.0,1792600,140.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,6584000.0,1792600,3.0
7414,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1792641,90.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2600000.0,1792641,3.0
7415,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1792642,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.5,11400000.0,1792642,3.0
7416,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,2.0,4.0,1792700,80.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1371428.5714285714,1792700,3.0
7418,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,4.0,1792800,240.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1633333.3333333333,1792800,3.0
7419,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,2.0,4.0,1792841,100.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2700000.0,1792841,1.0
7420,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,1.0,4.0,1792900,32.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2250000.0,1792900,3.0
7421,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,2.0,4.0,1793000,80.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,500000.0,1793000,3.0
7422,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,1.0,4.0,1800100,63.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1440000.0,1800100,3.0
7423,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,1800141,25.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,5700000.0,1800141,1.0
7424,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,2.0,1.0,4.0,1800300,168.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,10.0,2125000.0,1800300,3.0
7425,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,1800311,15.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,3900000.0,1800311,3.0
7426,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,4.0,1800400,156.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1480000.0,1800400,3.0
